CHAPTER 1

Houston, Texas	
	“Let me tell the story, okay?” Steve was visibly angry at Robbins for interrupting. He took a deep breath and started over again. “For as long as I can remember, I fantasized about killing people. As a kid, it was usually my parents. I had a few problems with controlling my temper, but nothing serious until I went to the pen for the first time. I was forcefully raped there and that changed my whole outlook on life. Anyway, that was where I met Willie. We spent hours talkin’ and he told me about the time that he killed a nigger that raped him. He said that it gave him such a rush that he could hardly keep from doing it again.” He reached down on the table and picked up a pack of cigarettes, took one out and lit it. “I got raped again on my second time to the pen and there was nothing that I could do about it. No way to get back at those bastards. I just swallowed my anger and went on about my business until I got paroled. The very day I got out, I caught the bus to Houston and I was just standin’ there on the street corner waitin’ for the light to change when this bitch came up drivin’ her fancy car and asked me if I wanted a ride.”
	“And that would be Trisha Fomby?” the Texas Ranger asked.
	“Yeah, whatever her name was,” Steve answered him before continuing on. “She was old enough to be my Mama. In fact, she kinda reminded me of my Mama. So, we went to the beach and I killed her there. I stole her car, her money and her credit cards.”
	“What did you do with her car?” the Ranger asked.
	“After I killed her, I drove out to Willie’s house. Me and him and this other asshole named Robbie dumped it into Lake Amistad. When you find the car, you’ll also find Robbie stuffed in the trunk. I killed him that night because he was one of the bastards that raped me when I was in the joint.” Steve suddenly laughed and shook his head. “That stupid asshole didn’t even recognize me!”
	“Where did you go next?” the Ranger asked. 
	“We went over to Sonora and I paid my Aunt Betty a little visit. After I killed her, we went to Odessa. It was late at night and this bitch wouldn’t sell us any beer. So, we took the beer and her with us. We kicked the body out in the street that morning when we finished with her. Then there was that chick in Albuquerque, but I ain’t talkin’ about that until the cops in New Mexico cut me a deal.”
	Marshal Reyes ran his fingers through his graying hair to slick it back on the sides. “And what kind of deal do you want, Steve?” he asked.

	Nelson, Robbins and Reyes were sitting in a bar having a drink that night. Robbins seemed particularly bothered by Steve’s confession. “I can’t believe that guy, he’s hardly old enough to shave and he’s killed all these people.” He shook his head. “And the way he talks about it, smiling and laughing, he doesn’t show any remorse at all for what he’s done. It’s like he’s got ice water running through his veins.”
	“And if that other ignorant son of a bitch hadn’t drove that motor home off that cliff, the body count would be continuing,” Reyes added.
	“What’s wrong with the damned system?” Nelson asked them. At least eight people are dead on the account of this loser and the crazy bastard has already been to the pen twice!”
	“Well, he’s never get out again, that’s for sure,” Reyes said.
	“I gotta find me another line of work,” Robbins told them. “This shit is getting to me.”
	Reyes shook his head. “Well, our boy is a popular bastard. The news media is all over this. Tomorrow, I get to take him to Albuquerque to talk to the District Attorney there and then it’s on to Texas where he’ll get paraded around all over the state.”
	“Kinda makes you sick to your stomach, doesn’t it?” Nelson asked.
	“I dread hauling the son of a bitch back to Albuquerque,” Reyes told them. “I was hoping that one of you gentlemen would drive him for me.”
	Nelson smiled. “No, thanks. I’ve seen enough of that sick bastard to last me for a lifetime.”
	“Me, too,” Robbins said.
	“I didn’t think I could talk you guys into that,” Reyes grinned.
	“I’ll tell you what, if you can stand to talk to the sick bastard, he can tell you some pretty good stories” Robbins said to Reyes. “Did you know that he used to be a pretty good football player? If you don’t believe it, just ask him,” he smiled.
	Reyes stood up from the table. “I just might do that,” he said leaving a tip on the table for the waitress. He smiled at his two friends. “I’m in room 218 at the Holiday Inn. You’ll let me know when you’re ready to release the prisoner, won’t you?
	“Sure, we’ll give you a call,” Nelson assured him.


	

	
	
	





CHAPTER 12

	Steve was sitting in the of back Reyes’ car handcuffed and shackled as Reyes drove out of Denver. “You might as well relax,” Reyes said looking at him in the rearview mirror. “It’s a long way to Albuquerque.” He turned the radio on and set the volume loud enough to heard, but low enough for conversation. “I heard that you were a good football player in school.”
	“That’s right. Some people say that I was headed for the pros,” Steve lied.
	“That’s pretty impressive for a guy that never went to college. What happened?”
	“Some fuckin’ pigs busted me one night with some pot and the coach kicked me off the team.”
	“That’s a shame.”
	“My old man thought so,” Steve smiled. “My football was a lot more important to him than it was to me. It really didn’t make a shit to me.”
	“So, what does make a shit to you, Steve?”
	“Nothing. Just partying and havin’ a good time.”
	“And you call killing people having a good time?”
	“Seemed to be the thing to do at the time.”
	“What did those people ever do to you?”
	“Nothin’ except for Aunt Betty.”
	“What did Aunt Betty do?”
	“She was a slut. I know why she wanted me to come stay with her while my parents were in Saudi and I was on probation. She just wanted someone around to fuck her when she wanted some. She was a bitch; she even got jealous when I got a girlfriend.” She was just like my Mother,” Steve said shaking his head. “Of all the people I killed, I think I enjoyed killing her the most.”
	“What about that first lady in Texas. The one that gave you the ride. Why did you kill her?”
	“Because she reminded me of my Mother and Aunt Betty,” Steve answered,
	“Is that a fact?”
	“Hell, yes, it’s a fact! She was an older bitch that talked all the time, but she really never did say anything. You know what I mean? A lonely, desperate bitch that could never get a man because she talked too much.” Steve suddenly laughed. “I’ll tell you what, man, she was the first person I ever killed and I knew right then and there that she wouldn’t be the last. I got such a rush from that! She sure as hell shut up when I started choking the hell out of her! He eyes bugged out and her face turned real red. I’ll never forget that for as long as I live,” he laughed.
	“What about that girl from Albuquerque?” Reyes asked.
	“What about her?”
	“She wasn’t an older woman. She was hardly more than a kid.”
	Steve looked out the window for a moment. “She was almost dead when I got to her. Willie made sure of that,” he said looking at Reyes through the rearview mirror wondering why he would ask him about that murder.

	Steve was still handcuffed and sitting in the back seat eating his burger and fries at a Sonic Drive In. “Man, this is a good hamburger. It beats the hell out of jail food,” he said between bites and chewing. 
	“I’m glad you’re enjoying it, Steve,” Reyes said just before taking a bite of his own. “I guess that they don’t serve food like this in jail, do they? Or prison either, for that matter, huh?”
	“No, they don’t, but prison food is a lot better than jail food,” Steve answered. “That little jail that I was in down in Sonora, man, their food sucked! The jailer there just half asses cooked it and when he wasn’t in the mood, he just let the prisoners cook. I know because I fixed meals there myself.”
	“Are you a good cook, Steve?”
	“No.”
	“Well, I was just wondering what kind of job they’ll put you to doing in prison.”
	“Job? Shit, I ain’t gonna do nothin’ in prison. They’ll just have me locked away somewhere in some maximum security cell.”
	“Better you than me.”
	“Why do you say that?” Steve asked him. “Prison ain’t so bad. You ain’t gotta worry about house payments, car payments, food or doctor bills. Everything is furnished for you. Dental work, everything, it’s free. Fuckin’ taxpayers will have to pay for it. They’ll be payin’ room and board for me for the rest of my life.”
	“What about getting raped again?” Reyes asked smiling. “You didn’t like that part of it, did you?”
	Steve gave Reyes a go to hell look to end the conversation. Reyes chuckled at his reaction as he cranked the car up and drove on down the highway. 

	When they reached Raton, New Mexico, Reyes stopped at a convenience store and turned back to Steve smiling. “I gotta run in here a minute and I’ll be right back.” He got out of the car, locked it and went inside leaving Steve sitting there shackled to the floor of the car. He returned a couple of minutes later carrying a bag of items that he had bought in the store. “Steve you’re not in a big hurry to get down to Albuquerque, are you?” he asked as he got back in the car.
	“I’ve got all the time in the world,” Steve answered wondering what Reyes had in mind.
	“That’s good because I got us a six pack of beer in there. All this driving today has made me thirsty,” he told him as he started the car. “I thought we’d take a little drive up in the mountains and drink it.”
	Steve smiled. “That sounds good to me. It’ll be a long time before I get to drink another beer.”
	“That was just what I was thinking. You know, I kinda like you, Steve, so I just wanted to do something special for you.”
	
	Reyes parked the car in an isolated area of the mountains along a dirt road. “This looks like a place where we can party,” he said as he got out and then opened Steve’s door. He unlocked the shackles from his ankles and Steve got out of the car. Reyes saw a large flat rock on the edge of the cliff that overlooked a scenic area below. “Let’s go over there and sit down.
	Steve sat down on the large rock while Reyes opened them each a beer. “Sorry, but I can’t take the handcuffs off, Steve.”
	“I understand.”
	“Now, you ain’t gonna tell nobody about this, are you?”
	“No way,” Steve laughed.
	“That’s good because I sure don’t want to get into any kind of trouble.” Reyes took a sip of beer and looked around the countryside. “You know, we’ve talked a little bit today about some of the murders and I know that we agreed that we shouldn’t discuss this one, but I can’t help but be a little curious about the girl from Albuquerque. Oh, I know what you’re thinking, but I can promise you that you can forget about me testifying at the trial. It just ain’t gonna happen. All I am is a delivery boy; it’s just my job to get you down to Albuquerque. So, come on and tell me a little bit about it.”
	“Why do you wanna know?”
	“Like I said, I’m just curious.”
	Steve gulped down the last of his beer. “I’ll tell ya about it if I can have another beer,” he smiled.
	Reyes laughed while pulling out another beer from the sack and handed it to Steve. “Hell, we gotta drink it all up before we can leave here anyway!”
	Steve opened the beer and took a drink. “Well, me and Willie was drivin’ through Albuquerque that night and when we passed by this quick car wash, we saw this hot lookin’ chick out there washin’ her car all by herself. We just thought that we’d get a piece of that fine stuff, so we pulled in and washed the car and, when the time was right, Willie jumped her ass and forced her into the car.” Steve broke out laughing at the memory of the abduction. “Oh, man, she fought like a hellcat at first and then Willie started beatin’ the shit out of her. He told me to drive out to the country and on the way; he told this bitch to suck him off. She started cryin’ and stuff, but Willie made her anyway. While she was givin’ him a blow job, she bit the shit out of his dick. That’s where she really fucked up because that pissed Willie off and he started beatin’ the hell out of her and burnin’ her with cigarettes.”
	“Burning her?” Reyes asked.
	“Yeah, he’d beat the shit outta her and then he would hold her down and burn her. He burned her face, her legs, her arms, her neck and he even burned her pussy,” he laughed. “She begged and begged, but nothin’ would stop him. He just kept on beatin’ her, burnin’ her and fuckin’ her over and over! There wasn’t much life in her by the time that he got through with her and then it was my turn. I just started fuckin’ her and while I was fuckin’ her, I started to choke her because I knew that we had to kill this bitch.”
	Reyes had heard enough to make his blood boil. He suddenly stood up, took his pistol out of the holster and stuck it to Steve’s head. “I’m gonna kill your worthless ass right here,” he shouted at Steve.
	Steve was shocked and suddenly scared. “Why? What did I do?”
	“Because that girl was my sister’s daughter,” he shouted. “She was my niece!” Me and my wife practically raised that girl and she was a good kid too! She was bright and beautiful and she had a future in this world until you two worthless bastards came along and killed her for no fucking reason! You made her last minutes of life hell on earth and that’s exactly what I’m gonna do to you!” He stood there puffing trying to catch his breath and to compose himself a little bit. “I’m gonna kill you and I don’t give a damn what they do to me. I’ve been planning on this sine the first time I ever saw your fucking face! I was careful too. I never told anybody who that girl was to me because I was afraid that they would try to protect you from me!”
	Steve suddenly started crying as he looked up at him. “Please don’t kill me! You can’t kill me; you’re sworn to uphold the law!”
	“Not no more! All that matters to me is that I send you to hell where you belong.”
	“Please don’t kill me,” Steve begged for his life crying. “Oh, God, help me!”
	Reyes took a few steps back and just as he took aim with his pistol, he heard a vehicle coming down the dirt trail. He lowered the gun and put in back in his holster. He turned to see a man driving up in a jeep.
	“You haven’t seen anything of two hikers up here, have you?” he asked as the jeep stopped. “My son and his friend are hiking up here somewhere.”
	Reyes sighed and shook his head. “I didn’t know anyone was around.”
	Steve was standing at the edge of the cliff; it was only about fifteen feet tall. He looked over to Reyes talking to the man in the jeep and then back down at the cliff. It was his only chance to escape; he knew that Reyes was going to kill him as soon as he could get rid of the man looking for the hikers. Summoning all of his courage and with a look of determination on his face, he suddenly jumped.
	The man in the jeep saw Steve jump and suddenly pointed. “That man just jumped off the cliff!”
	Reyes turned and ran to the edge of the mountain and looked below, but there was no sign of Steve anywhere. He looked for a way to get down the side of the mountain and found a little trail. He quickly followed the trail and into the brush with his pistol drawn and expecting Steve to jump out at any moment.
	Steve was a little further on down the trail. He was tired and out of breath as he stopped near a tree to sit down for a moment. He heard someone walking through the brush and knew that it must be Reyes. He got up quickly to go hide in the bushes and while he was hiding there, he looked down and found a melon sized rock. He picked it up and waited.
	Reyes walked to the tree where Steve had been sitting and saw his tracks. He carefully looked the area over with a little smile on his face knowing that Steve was very near. “Come on out, Steve, it’s time to end this little game,” he called out. “I’m ready to finish the job.”
	Steve watched a Reyes come closer to the brush where he was hiding. When he was close enough, Steve leapt from the brush and hit Reyes in the head with the cantaloupe sized rock knocking him unconscious. Steve quickly got the pistol and began searching Reyes’ pocket for the keys to the handcuffs. He unlocked them from around his wrists, pitched the cuffs down on the ground and stepped back a few feet pointing the pistol at Reyes. He took aim at his chest and fired; Steve was surprised at how loud the shot was as the loud bang echoed through the mountains.
	The man that was driving the jeep and looking for the two hikers heard the shot. He quickly stopped the jeep, turned around and drove off in that direction. The two hikers also heard the shot and froze in their tracks. “Damn, that was close,” exclaimed the man in the jeep’s son.
	“Do you think it was your Dad tryin’ to find us?” his friend asked.
	The man’s son shook his head no. “Dad doesn’t have a gun.”
	The man in the jeep drove up where he saw Reyes, the car was still there, but no one was around. He got out of the jeep and ran over to the side of the mountain and called for his son, but there was no answer. He found the little trail that went down the mountainside and hurried down as fast as he could.
	Steve stepped out from behind a tree when the two hikers walked near him and pointed the pistol at them. “I need your clothes,” he told them. The two hikers looked at each other and without argument, started taking off their clothes.
	Meanwhile, the man that was driving the jeep came up on Reyes’ body laying there just as Steve had left him. He checked for a pulse to make sure that he was still alive. It was hard to tell because he was bleeding profusely from the bullet hole wound in his chest and from the side of his head where Steve had hit him with the rock. The pulse was weak, but the man could feel it. “Don’t worry, we’ll get you out of here,” he said as he lifted Reyes.
	The man was struggling to carry Reyes up the side of the mountain when he heard his son call out, “Dad, where are you?”
	“I’m over here! Come here and help me,” he puffed out of breath and exhausted.
	The two hikers come out of the brush in a few moments wearing nothing but their underwear.

	Steve was out of breath when he reached the top of the mountain where the jeep and Reyes’ car were parked. He ran to the car, got the keys out and threw them as hard as he could into the woods. He ran over to the jeep, turned the keys in the ignition and drove away.
	The man, his son and the friend finally got Reyes to the top of the mountain and discovered that the jeep was gone. They hurried to get Reyes to his car and lay him in the back seat. The man rushed to get under the wheel and found that the keys were gone. “Oh, son of a bitch!”
	The friend immediately started looking for the keys, the man’s son got out to help him. The man was feeling defeated as he sat there watching the two boys hunt for the missing keys. He knew that there was no time to waste, Reyes would be dead soon without the proper medical attention. Suddenly, static came over Reyes’ police radio in the car and the man smiled knowing that he could now easily get them some help.

CHAPTER 13

	Steve was driving the jeep down a seemingly deserted two lane highway the next morning when it began to spit and sputter and finally run out of gas. “Damnit to hell,” he shouted in frustration as he got out. He did not know where he was or where he was going, he just wanted to stay ahead of the law. He left the jeep sitting there and began walking down the lonely country road. He thought his luck was changing for the better when he saw a house sitting out in the rugged country like an oasis. He picked up his pace and thought that it was his lucky day as he neared the house and could see what appeared to be a teenage girl mowing the grass in her shorts. There was a car sitting parked in the garage. He smiled to himself and kept that smile on his face as he walked up to the house.
	The girl saw Steve approaching the house and turned off her lawn mower. “Can I help you?” she asked as he reached the yard fence.
	“Yes, you can,” Steve grinned. “I’ve had some car trouble back down the road a ways and I was wondering if I could use your phone.” He wiped the sweat from his face and smiled. “Could I please have a drink of water too?”
	The girl looked Steve over, he seemed harmless enough wearing the hiker’s clothes and she thought he was a good looking guy. “Come on in,” she smiled and started for the house to lead the way.
	Steve followed her inside the house and into the kitchen. “I sure appreciate this,” he told her.
	The girl poured Steve a glass of water from the kitchen sink and turned around smiling at him. He gulped the water down. “That was good.”
	“Want some more?” she asked.
	“No, thanks, that’ll do it,” he shook his head and began looking around the kitchen. “So, where’s your phone?”
	The girl started walking toward the living room with Steve following after her. “It’s in here.”
	Steve positioned himself between the phone and the girl so she could not see the pistol he had hidden in the back of his pants. “Where’s your parents?” he asked picking up the phone.
	“At work,” she answered and smiled. “They’d hang me if they knew that I let a stranger in the house.”
	Steve grinned as he began dialing the phone. “I’ll be out of here in a minute and they’ll never know that I was here.” He acted like the party that he had just dialed picked up the phone. “Hey, Frank, this is Steve,” he greeted his imaginary friend. “Man, I’ve had a little car trouble and I’m out here on,” he suddenly turned to the girl. “What road is this?”
	“This is 346, twenty nine miles east of Santa Fe,” she answered him.
	“This is highway number 346, twenty nine miles east of Santa Fe,” he said into the phone and then waited a moment. “Yeah, I sure would appreciate that if you could come get me.” He laughed. “About an hour then? Okay, I’ll start back toward the car now and I’ll be waitin’ on ya.” He hung up the phone and turned back to the girl. “Can I use the bathroom before I leave?”
	“Sure,” she pointed down across the house. “It’s the second door on the right down the hall.” Steve started walking toward the bathroom. “Do you want some more water before you leave?” she asked.
	“That would be nice,” he said over his shoulder. He stopped at the bathroom door and turned back to watch her as she headed for the kitchen.
	The girl was in the kitchen getting some snack cakes out of the bread box for her guest. She heard Steve come back inside the kitchen and when she turned around to say something to him, she saw that he was standing there naked with the pistol in his hand. He pointed the gun at her with a serious look on his face. “Time to get naked, bitch!”
	The girl suddenly turned to run and he fired a shot through the kitchen wall. The girl stopped in her tracks and turned around to face Steve, she started crying knowing that she was completely at his mercy. She slowly started taking off her clothes.
	Steve stood and watched the whole time the girl was getting undressed. She cried and begged him not to hurt her, but that did not matter to him. He stepped over to her and knocked her down with his fist. The girl was crying hysterically as he crawled on top of her lying on the kitchen floor. He just wanted to penetrate her and have an orgasm while he choked the life out of her, but the loud crying was breaking his concentration. He sat the gun down and grabbed her throat with both hands, he knew that she could not cry or beg for her life if she had no air. The girl’s eyes rolled up in her head as he tightened his grip and her body went limp. After he had reached his climax, he got up leaving the girl lying in the kitchen floor and went to the bathroom to get dressed.

	A police helicopter was flying over the area and Sergeant James spotted the jeep sitting on the side of the road with his binoculars. He quickly turned to the pilot and pointed into that direction. “There it is. Let’s fly over for a closer look and we’ll double check the description.”
	The pilot turned the helicopter and flew toward the jeep at a lower altitude. He hovered over the jeep and made sure that it was the vehicle that they were looking for. “That’s it alright, but there’s no one around,” Sergeant James told the pilot. “If they’re on foot, we’ll find ‘em.”
	Steve was digging through the garage and had found a five gallon can full of gasoline when he heard the helicopter fly over. When he was certain that they had gone on, he came out of the garage and back into the house carrying the can of gas. He frantically looked through the kitchen cabinets for matches. “Where the matches, bitch?” he shouted at the girl although he knew that she was dead. He found some near the kitchen stove. “Now, we’re ready to have a cookout!” He rushed back outside and began pouring the gasoline all over the house. He struck a match and tossed it, the gasoline immediately ignited and the flames engulfed the house everywhere it was poured. He stood there watching for a moment with a little smile of satisfaction on his face before turning and calmly walking away.

	Sergeant James and the pilot were continuing on with their search and were several miles away in the helicopter from where they had found the jeep. “We might as well turn back. There’s no way he could have gotten this far without somebody giving him a ride and I hope that didn’t happen,” James told the pilot.
	“What about that house we saw?” the pilot asked as he turned the helicopter around. “He could be there. It’s the only damned house for miles around here.”
	“We’ll check it out,” James said.
	They could see the smoke as soon as they were turned around and headed back into that direction. “Is that house on fire?” James asked pointing ahead.
	“Looks that way,” the pilot answered.
	
	The teenage girl was not dead; she awoke from her unconsciousness and opened her eyes to see the billowing gray smoke just above her as she laid there in the floor where the air was still clear. The smoke was so close that she could reach out and touch it. She continued to lay there for a moment wondering what it could be and why it would be in the kitchen. It then dawn on her that Steve had set the house on fire. She quickly crawled out of the kitchen and into the living room. 
	Steve was several hundred feet away from the house when he heard the helicopter coming. Knowing that it was the police, he took out the pistol and waited for them to get closer.
	Sergeant James saw Steve on the ground and pointed him out to the pilot. “There’s our boy!”
	Just then, three shots hit the helicopter. “That son of a bitch is shooting at us,” the pilot shouted.
	Sergeant James got his rifle and positioned himself to take aim. “Just get me a little closer and I’ll take him out,” he ordered the pilot.
	Steve fired three more shots at the helicopter and one of the rounds hit the pilot in the head instantly killing him. The helicopter quickly went out of control and crashed into the ground. James was thrown from the helicopter on impact. His leg was broken and his femur bone was protruding through his clothes as he mindlessly managed to sit up on the ground trying to collect his thoughts. Steve came walking toward him aiming the pistol and fired, but missed. He took a few more steps toward James and fired again, and once again, he missed. He walked up to point blank range and held the pistol to the dumfounded sergeant’s head. He pulled the trigger. The hammer clicked, but there was no more ammunition left in the gun. Steve stood there for a moment with a confused look on his face and then suddenly smiled. He threw the gun down and lunged forward knocking James down on his back. Steve got on top of him and started choking him with both hands. James was prying at his hands trying to break free, but he was not able to put up much of a fight because of his injuries. 
	Suddenly, a shot rang out and Steve’s face lost all expression as he released his grip on James’ throat and fell over off of him. James made two attempts to sit back up and when he finally managed to do so, he looked around and saw the teenage girl standing there naked with her Father’s  12 gauge shotgun with a blank stare on her face as she stood there looking at Steve’s dead body. She finally took her eyes off of him and looked over to James. Without a word, she turned away and slowly began walking away toward her house which was now totally engulfed in flames.
	
	
	
	


	
